title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
Darkness Falls	2003	11000000	96	4.9	23802	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	PG-13	14937140	Wickham,Mark	Statkus,Marnie	Liebesman,Jonathan	Vanderbilt,James	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Darling Lili	1970	25000000	136	6.2	1353	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5		5000000	Zola,Jean-Pierre	Zouary,Jacqueline	Edwards,Blake(I)	Edwards,Blake(I)	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Das Boot	1981	14000000	209	8.4	143729	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5	R	73482661	Zajicek,Lothar	Pierre,Edwige	Petersen,Wolfgang	Petersen,Wolfgang	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Das Leben der Anderen	2006	2000000	137	8.5	216545	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	24.5	R	77356819	Wassermann,Jens	Schweighöfer,Gitta	HenckelvonDonnersmarck,Florian	HenckelvonDonnersmarck,Florian	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Date Movie	2006	20000000	83	2.7	46999	44.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	PG-13	84795656	Willard,Fred	VanderPluym,Vanessa	Seltzer,Aaron(I)	Seltzer,Aaron(I)	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Date Night	2010	55000000	101	6.3	113874	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	152263880	Will.i.am	Wiig,Kristen	Levy,Shawn(I)	Klausner,Josh	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Date with an Angel	1987	8000000	105	5.7	1886	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5		1988962	Reitano,Tony	Terry,Marty	McLoughlin,Tom(I)	McLoughlin,Tom(I)	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawn of the Dead	1978	650000	139	8.0	79836	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		55000000	Williams,Robert(VI)	Ziemba,Laura	Romero,GeorgeA.(I)	Romero,GeorgeA.(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawn of the Dead	2004	26000000	110	7.4	172131	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	102356381	Zegers,Kevin	Zucaro,Luigia	Snyder,Zack	Romero,GeorgeA.(I)	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawn of the Planet of the Apes	2014	170000000	130	7.7	232225	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	PG-13	2396337386	Zakzouk,Ahmed	Zager,Lynnanne	Reeves,Matt(I)	Silver,Amanda(I)	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Day Zero	2007	2000000	92	6.0	2497	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	R	13800	Wood,Elijah(I)	Vassilieva,Sofia	Cole,BryanGunnar	Malkani,Robert	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Day of the Dead	1985	3500000	96	7.2	43930	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		34000000	Wetzel,Roy	Stroup,EileenSieff	Romero,GeorgeA.(I)	Romero,GeorgeA.(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Day of the Dead	2008	18000000	86	4.5	16712	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	R	905313	Welch,Michael(I)	Suvari,Mena	Miner,Steve(I)	Romero,GeorgeA.(I)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daybreakers	2009	20000000	98	6.5	95972	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5	R	51416464	Zwierzchaczewski,Kevin	Wilson,Charlotte(I)	Spierig,Peter	Spierig,Peter	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dayereh	2000	10000	90	7.5	4023	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		17127058	Moghadas,Ataollah	Tahmasebi,Maedeh	Panahi,Jafar	Partovi,Kambuzia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Daylight	1996	80000000	114	5.8	46858	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	159212469	Wheeler,Ed	Young,Karen(I)	Cohen,Rob(I)	Bohem,Leslie	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Days of Heaven	1978	3000000	94	8.0	31782	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		3446749	Wilson,Bob(III)	Shultis,Jackie	Malick,Terrence	Malick,Terrence	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Days of Thunder	1990	60000000	107	5.8	52926	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		83200000	Wallace,Rusty	Williams,Caroline(I)	Scott,Tony(I)	Towne,Robert(I)	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dazed and Confused	1993	6900000	102	7.7	101660	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	R	7993039	Young,Heath	Zellweger,Renée	Linklater,Richard	Linklater,Richard	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dazhe ne dumay!	2003	700000	82	5.5	287	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5		865413	Yurin,Rodion	Zyablitskaya,Aleksandra	Baltzer,Ruslan	Bondarenko,Igor(I)	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
De Mai Tinh	2010	1500000	95	7.0	285	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	24.5	PG-13	1019542	Wyatt,Phil	Uyen,Kathy	Nguyen,Charlie(I)	Nguyen,Dustin(I)	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
De-Lovely	2004	20000000	125	6.6	9206	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG-13	147520844	Williams,Robbie(I)	Winsper,Claire	Winkler,Irwin	Cocks,Jay	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Dead & Buried	1981	3000000	94	6.6	6248	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		216166	Smith,Colby(I)	Shusett,Linda	Sherman,Gary(I)	Stern,Alex(I)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Again	1991	15000000	107	7.0	20414	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	38016380	Williams,Robin(I)	Thompson,Emma(I)	Branagh,Kenneth	Frank,Scott(I)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Awake	2010	3500000	93	4.5	1067	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	R	712000	Urich,Justin	Storey,Rachel(II)	Naim,Omar	Urich,Justin	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Heat	1988	5000000	86	6.0	4290	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5		3588626	Williams,Treat	Vansant,Pamela	Goldblatt,Mark	Black,Terry(I)	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Man	1995	9000000	120	7.7	64464	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	R	8461296	Wincott,Michael	Thrush,Michelle	Jarmusch,Jim	Jarmusch,Jim	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dead Man Walking	1995	11000000	122	7.6	66664	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	R	205201590	Wilson,Scott(I)	Yager,Missy	Robbins,Tim(I)	Robbins,Tim(I)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Man on Campus	1998	14000000	96	6.0	10930	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	14.5	R	175752285	Villarreal,Daniel(I)	Tuck,Hope	Cohn,Alan	White,Mike(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Poets Society	1989	16400000	128	8.0	242063	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5		235900000	ZiglerIII,RobertJ.	White,Welker	Weir,Peter(I)	Schulman,Tom	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dead Presidents	1995	10000000	119	6.8	13418	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	24200000	Zay,Tim	Wright,N'Bushe	Hughes,Allen	Terry,Wallace	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dead Silence	2007	20000000	89	6.2	56375	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	22217407	Wahlberg,Donnie	Valletta,Amber	Wan,James(I)	Whannell,Leigh	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deadfall	2012	12000000	95	6.3	28587	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	192807	Williams,Treat	Zucco,Jocelyne	Ruzowitzky,Stefan	Dean,Zach	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deadlands 2: Trapped	2008	5800	87	3.8	292	24.5	4.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	14.5		2950	Young,Joel(III)	Young,Ashley(II)	Ugarek,Gary	Ugarek,Gary	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deadlands: The Rising	2006	10847	63	2.2	523	44.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5		3706	Wright,Brian(IX)	Wright,Michelle(VIII)	Ugarek,Gary	Ugarek,Gary	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deadly Blessing	1981	2500000	100	5.5	2634	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		8279042	Shackleford,Dan	Worthen,Jenna	Craven,Wes	Craven,Wes	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dear God	1996	22000000	112	5.2	2892	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG	36108086	Wolff,William(I)	Williard,Carol	Marshall,Garry	Leight,Warren(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Becomes Her	1992	55000000	104	6.4	69046	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	90600000	Willis,Bruce	Yazel,CarrieJean	Zemeckis,Robert	Koepp,David	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Defying Acts	2007	20000000	97	5.9	7795	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	4.5	PG	3561	Wilson,Chris(XXIX)	Zeta-Jones,Catherine	Armstrong,Gillian	Ward,Brian(I)	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Race	2008	45000000	105	6.4	148055	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	75677515	Vargas,Jacob	Stephens,Janaya	Anderson,PaulW.S.	Thom,Robert(I)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Sentence	2007	20000000	105	6.8	55298	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	69417511	Yon,Arthur	Tyler,Aisha	Wan,James(I)	Jeffers,IanMackenzie	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Wish	1974	3000000	93	7.0	22253	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	14.5		22000000	Wallace,Jack(I)	Tolan,Kathleen	Winner,Michael	Mayes,Wendell	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Wish 3	1985	9000000	92	5.9	8804	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5		16945171	Winter,Alex(I)	Wilde,Barbie	Winner,Michael	Jakoby,Don	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Wish 4: The Crackdown	1987	5000000	99	5.2	5284	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	4.5		45928669	Wise,Michael(I)	Solomon,Debbie	LeeThompson,J.	Hickman,GailMorgan	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death Wish II	1982	2000000	95	5.9	8893	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		45000000	Zacharias,Steffen	Weis,Lesa	Winner,Michael	Garfield,Brian(I)	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death and the Maiden	1994	12000000	103	7.3	15699	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	R	2104000	Wilson,Stuart(II)	Weaver,Sigourney	Polanski,Roman(I)	Yglesias,Rafael	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death at a Funeral	2007	9000000	90	7.4	81237	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	128507282	Wheatley,Thomas(I)	Hawes,Keeley	Oz,Frank	Craig,Dean(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death at a Funeral	2010	20000000	92	5.6	31492	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	R	482460100	Yang,Jamison	Young,Elle(I)	LaBute,Neil	Craig,Dean(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death of a President	2006	2000000	97	6.4	6394	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	R	657256	Zancan,Darren	Wesler,Jocelyn	Range,Gabriel	Range,Gabriel	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Death to Smoochy	2002	55000000	109	6.4	32894	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	R	44497118	Ziman,Richard	White,Judy(I)	DeVito,Danny	Resnick,Adam	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
December Boys	2007	4000000	105	6.7	9598	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	14.5	PG-13	94995	Welton,Mike(I)	Willson,Kasey	Hardy,Rod(I)	Rosenberg,Marc(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deceptions	1992	1100000	120	7.0	49	4.5	0	0	0	4.5	34.5	24.5	14.5	14.5	4.5		5300000	Williamson,Fred	Trist,Maggie	Munkler,L.J.	Hume,Edward	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Decoding Annie Parker	2013	2000000	91	6.3	1874	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	14.5	R	56631	Wynott,Ryan	Tovah,Mageina	Bernstein,Steven(I)	Moss,Michael(VIII)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deconstructing Harry	1997	20000000	96	7.4	31756	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	92951400	Wolf,Daniel(I)	Vitiello,Jovanna	Allen,Woody	Allen,Woody	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deep Blue	2003	5000000	91	7.5	2429	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		846713	Volonitz,Dalik		Fothergill,Alastair	Attenborough,David	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deep Blue Sea	1999	78000000	105	5.8	88047	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	R	91000000	Welker,Frank	Turturro,Aida	Harlin,Renny	Powers,Wayne(II)	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deep Impact	1998	75000000	120	6.1	123417	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	180500000	Wood,Elijah(I)	Tomei,Concetta	Leder,Mimi	Tolkin,Michael	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deep Rising	1998	45000000	97	6.0	24332	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	77967901	Williams,Treat	Sommers,Jana	Sommers,Stephen	Sommers,Stephen	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deep Throat	1972	25000	85	5.2	5201	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5		45000000	Wertheim,Ron	Sharp,Dolly	Damiano,Gerard	Damiano,Gerard	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defendor	2009	3500000	101	6.9	29703	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	R	95333	White,Ron(I)	Sullivan,Charlotte(I)	Stebbings,Peter	Stebbings,Peter	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deja Vu	2006	75000000	126	7.0	215370	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	180557550	Williams,WilliamShannon	Weston,Jennifer(I)	Scott,Tony(I)	Rossio,Terry	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delgo	2008	40000000	94	4.4	2305	24.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	PG	511920	Winter,Jeffrey(II)	Ripa,Kelly	Maurer,Jason(I)	Maurer,Jason(I)	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delirious	1991	18000000	96	5.7	5342	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		5546827	Zuelke,Mark	Thompson,Andrea(I)	Mankiewicz,Tom	Freeman,Fred(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delirious	2006	5000000	107	6.5	4992	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		438623	Weinstein,Jerome	Vicius,Nicole	DiCillo,Tom	DiCillo,Tom	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deliver Us from Evil	2014	30000000	118	6.2	38475	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	84797132	Watson,MarkDavid	Wilson,Lulu(V)	Derrickson,Scott	Sarchie,Ralph	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deliverance	1972	2000000	110	7.8	69817	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5		46122355	Ware,Peter(III)	Rickman,Kathy	Boorman,John	Dickey,James(I)	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delivery Man	2013	26000000	105	6.4	46853	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	51164106	Zimmerman,Mark(I)	Williams,Jessica(II)	Scott,Ken(V)	Scott,Ken(V)	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dellamorte Dellamore	1994	4000000	105	7.3	14732	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	253969	Zamattio,Alessandro	Punzo,Patrizia(I)	Soavi,Michele	Sclavi,Tiziano	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delusion	1991	1000000	100	6.2	505	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5		233488	Willrich,Rudolph	Woods,BarbaraAlyn	Colpaert,Carl	Voss,Kurt	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Demetrius and the Gladiators	1954	4500000	101	6.6	1913	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	4.5		26000000	York,Jeff(I)	Verlaine,Gisele	Daves,Delmer	Dunne,Philip(I)	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Demolition Man	1993	57000000	115	6.6	107648	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	101000000	Wilborn,Carlton	Wallace,Casey(I)	Brambilla,Marco(I)	Waters,Daniel(I)	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Der Tunnel	2001	7100000	167	7.8	4960	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	14.5		16473	Zindulka,Jakub	Straßburger,Antje	Richter,RolandSuso	Betz,JohannesW.	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Der Untergang	2004	18204742	178	8.3	211459	4.5	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	R	145084854	Wolf,KlausB.	Zhuravlyova,Tatyana(I)	Hirschbiegel,Oliver	Müller,Melissa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Derailed	2002	18000000	89	3.9	5681	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	R	735001	Videv,Emil	Williams,Simona	Misiorowski,Bob	Gierasch,Adam	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desert Bayou	2007	180000	71	6.1	40	14.5	4.5	4.5	4.5	4.5	24.5	14.5	14.5	4.5	14.5		35676			LeMay,Alex	Lemmer,Thomas(I)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desert Blue	1998	2000000	90	6.2	1827	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	787902	vonBargen,Daniel	Vega,Isidra	Freeman,MorganJ.	Freeman,MorganJ.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desert Hearts	1985	1250000	96	7.0	2811	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5		39383630	Tyhurst,Tyler	Welles,Gwen	Deitch,Donna	Rule,Jane	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desperado	1995	7000000	104	7.2	121885	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	R	25625110	Verduzco,Abraham	Vonne,Patricia	Rodriguez,Robert(I)	Rodriguez,Robert(I)	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
